Name,Review count,Category,Rating,Price,Latitude,Longitude,Review,Rating binary,Neighborhood
Geary Kebab House,125,Kebab,4.5,$$,37.780904,-122.460266,"['I had lahmacun and ayran which was realy great, i loved how crunchy the and thin it was and great size.\nThe atmosphere felt like i was in Istanbul and the...', ""Amazing pide and lamacun! I would encourage everyone to order them as I can't find them anywhere else in the Bay Area. Great atmosphere and ambiance. Family..."", 'Geary Kebab House is more than it looks - from the outside it might just look like your run of the mill kebab shop, but their food definitely delivers a...']",4.5,
Macondray,123,Cocktail Bars,4.5,$$,37.797113,-122.422249,"['Loved the vibe here! The staff is personable and music was on point. Their version of an espresso martini is so yummy. We also ordered raw oysters which...', 'Come for the burger, stay for the drinks and the company.\n\nBetter than the burger at Miller & Lux. I truly believe that.', ""I've been here a few times now and always enjoy my time here. I love the vibe and ambiance. Most recently my friend and I tried a few drinks here and...""]",4.5,
Spork Restaurant,122,Asian Fusion,5.0,$$,37.79767721513589,-122.4075332,"['The chicken and pandan waffle was amazing - the pandan flavor was really subtle but added a nice twist, and the waffle itself was super fluffy. The chicken...', ""Delicious new Thai fusion diner serving breakfast/brunch all day on the edge of Chinatown.  There's also a bunch of solely Thai dishes, but I was more..."", ""We came here on Saturday around noon and were given a table right away. The server asked us if we made a reservation (we didn't) but I couldn't make any...""]",5.0,
Mom Dumpling,122,Dim Sum,4.0,$$,37.71757,-122.4738,"['Small mom and pop restaurant. \nGreat options for dumplings. \nLove the pan fried baos. Eating in or ordering delivery - food always hot and yummy', 'I love this place ! Must try is xiao long bao and sheng Jianbao !\nXiao long bao is well made. Very thin skin outside and you can see thru dumplings. Decent...', 'Photos look great so decided to give this place a try during lunch and was  disappointed. Overpriced food with mediocre taste.\n\nPork XLB: Yes, there is a...']",4.0,
Craftsman and Wolves - The Den,116,Coffee & Tea,4.0,$$,37.7269073837324,-122.391263064064,"[""Delicious breakfast spot in the heart of the Bayview. Located on the corner of Yosemite plaza, it looks like it's the only business open right now...."", 'Gee, I had no idea Craftsman and Wolves had a bakery cafe in Bayview. ""BAYVIEW? Ooooh, I\'m dyin\'!"" That was my Bugs Bunny impersonation. I can do Daffy Duck...', 'A cute little coffee shop with Instagram-worthy pastries found in the heart of Bayview. There are not many coffee shops around in the area, so the Den,...']",4.0,
Aceking BBQ,115,Chinese,4.0,$,37.78254,-122.47891,"['My friend birthday  (Anson lee) \nI tool him to there\n很好食 每天都想去餐廳多一些 \n老細人好 心地好 可晿歌 \nIt is a great restaurant for no reason It always give my surprise. Thanks...', 'Bring your own personal gallon of water when you come here cus everything is definitely very ""yeet hay."" Made reservations for my family of 7 on Sunday...', 'Okay I was so excited to find this skewer place close to home because I love BBQ skewers! I would highly recommend starting with only a few BBQ skewer items...']",4.0,
Wilder,113,American (New),4.0,$$,37.798799,-122.435654,"['Came here for some drinks before a night out. \n\nThe service was very good and they came around quite often to refill water or ask if We wanted to order more...', 'Came here for a friends bday dinner on a Saturday night! Definitely a venue for multiple occasions - a combo of nice aesthetics for Instagram posting, good...', ""Went here for a boozy brunch with friends. On Saturday have a $5 mimosa deal till 1pm. I got on of each flavor, like a make your own mimosa flight (don't...""]",4.0,
QingShu,112,Noodles,4.0,$$,37.76427,-122.46669,"[""Sichuan pickled pepper is where it's at, people. \n\nYou might get a little sticker shock at the end when you check out but unlike tangbar, the broth is..."", ""Really interesting place! I've never been to a place like this before. Came here around Sunday around 6:30 and only 1 table was occupied. It was my first..."", 'I like the concept. Pick a basket. Put all ingredients you want in a basket. The ingredients did not look very fresh (I saw a bug in some of the...']",4.0,
Anomaly,110,American (New),4.5,$$$$,37.7870775,-122.4238528,"[""Had a great experience. First of all you'll be pretty hard pressed to get a ten course menu for $111 base. Obviously this is why drinks, tax, n tip but..."", '3.5-4 stars for the overall meal and experience at Anomaly. As other Yelpers have mentioned, they are likely working towards a Michelin star next year. I...', 'Found this restaurant through tock for a reasonable price. I wanted to take my bf out for his bday. They were able to do a candle and tiny dessert for him...']",4.5,
Cafe Réveille,108,Breakfast & Brunch,4.0,$$,37.79485,-122.421361,"[""Great food! Came here on a Saturday afternoon and wait wasn't too long. Seating was pretty easy to find as well. \n\nTahini Squash Bowl: yummy and filling!..."", ""I've walked by this spot many times and have been wanting to check it out. I had heard so many great things about their breakfast burrito and finally made..."", 'Some items I tried:\n- Latte (hot and iced)\n- Chocolate Frangí Twist\n- Golden Potatoes \n- French Fries\n\nThis is a great spot to get breakfast, brunch, and /...']",4.0,
Cafe Réveille,108,Breakfast & Brunch,4.0,$$,37.79485,-122.421361,"[""Great food! Came here on a Saturday afternoon and wait wasn't too long. Seating was pretty easy to find as well. \n\nTahini Squash Bowl: yummy and filling!..."", ""I've walked by this spot many times and have been wanting to check it out. I had heard so many great things about their breakfast burrito and finally made..."", 'Some items I tried:\n- Latte (hot and iced)\n- Chocolate Frangí Twist\n- Golden Potatoes \n- French Fries\n\nThis is a great spot to get breakfast, brunch, and /...']",4.0,
Vive La Tarte,107,Bakeries,4.5,$$,37.75163,-122.43261,"['TL;DR - fresh baked pastries!\n\nI had no idea but the pastries here are baked fresh in house. The owner studied in France or is French! People have let her...', ""Review of service, not food.\n\nFix your kitchen order system so I'm not waiting 20 minutes for an avocado toast. Unless, it's the kitchen staff that..."", 'The coffee is awesome and elegant, the service is friendly and welcoming and the bake goods are so yummy and high quality. \nI love the newest coffee spot in...']",4.5,
IZUMIYA,106,Comfort Food,4.0,$$,37.784977,-122.431763,"[""The takoyaki was great! And the chicken donburi reminded me of what I used to make at home. It was my friend's first time trying okonomiyaki (he got the..."", ""I have been craving okonomiyaki. It's not an easy craving to fulfill with limited options for restaurants that offer it both in LA and SF.\n\nThis restaurant..."", 'Very pricey ! No wonder why there was no line ..... Ordered 2 items dine in total  $52.  The WORST chicken donburi I have ever had. The chicken tasted...']",4.0,
MOMO noodle,103,Noodles,4.5,$$,37.791053771972656,-122.40193176269533,,4.5,
Donburi Ya,103,Japanese,4.0,$$,37.78153,-122.39903,"['Such a great lunch! We inhaled the sukiyaki and katsu bowls. \n\nSukiyaki bowl: The onions were so sweet and delicious that they reminded me of onions from...', ""A little Japanese rice bowl themed restaurant hidden behind the Whole Foods in Yerba Buena \n\nI've been here a few times for working lunch and they did not..."", 'Donburi Ya is a pretty unassuming store located next to the Yerba Buena Whole Foods. Their menu is relatively small but the available options all sounded...']",4.0,
Sacred Taco,101,Tacos,4.5,$$,37.79749,-122.43,"['Such a beautiful space with such kind employees. We randomly stumbled upon this space and were greeted immediately and welcomed by amazing staff. Mia...', 'Amazing. Simply amazing. Taste of Texas in SF. Menu is massive and creative and the drinks are unique as well. Prices are super reasonable especially for...', 'It was expensive and just okay. Ordered fajitas for ~50 dollars and they were only so-so. Kitchen forgot pretty much everything from our order, but that is...']",4.5,
Camino Alto,100,American (New),4.5,$$$,37.79784,-122.42759,"[""Solid food, loved the ceviche & pork shoulder!\n\nSo dark, so dark: I couldn't see anything!  My eyesight has been permanently damaged"", 'incredible food, amazing wine, no seed oils and everything is fresh. large portions, lovely ambiance. a true gem.', ""This gem hits every note just right. The food is off-the-charts amazing. I expected local, fresh fare but didn't expect the dishes to be as complex and...""]",4.5,
Rasa Rasa,100,Food Trucks,4.5,$$,37.7712452,-122.3911102,"['I LOVE their Shrimp Laksa Noodle Soup! I love southeast Asian food, and this place executes it very well! Their shrimp is so fresh, and they give you a...', 'It was super salty, I threw the chicken away. I think the prices are inflated for the quality that I received. \n\nIt was a waste of money for me.', 'I came to the ParkLab and Spark Social food trucks with some friends for a Sunday dinner and ordered a mushroom rendang. The greens were rather bitter, the...']",4.5,
Destapas,98,Spanish,4.5,$$,37.7531052,-122.4068629,"['Family friendly! The back area was beautiful with all the plants. We were greeted with such warmth. The staff is super friendly. The art work is amazing....', ""This restaurant claims to do paella, but after you order and you understand it isn't paella, but a braised mess they make in stew pots, they point out the..."", 'Came here with a last minute reservation on a Saturday night at 7 pm! \n\nGood: \n- Outdoor patio has amazing ambiance - really good for a date night\n- Loved...']",4.5,
Smokin’ Warehouse Barbecue,98,American (Traditional),4.0,$$,37.7882865,-122.4476947,"['WOW. \n1. BBQ SMACK AF\n2. Potato salad and Mac n cheese was i-MAC-ulate\n3. The lady that helped us was so sweet and happy! \n4. Would come again!', 'My friend treated me for my birthday for the beef bbq platter that came with 2 sides and a corn bread today for $28. The restaurant is very casual with only...', ""The sun is out and BBQ season is coming! Well, for us, BBQ is always in season thanks to Smokin' Warehouse BBQ! Their food is so delicious and their service...""]",4.0,
Barrio Ghirardelli Square,98,Mexican,3.5,$$,37.80598625676592,-122.42294772194066,"['Good lunch. Wish the bartenders had more energy. Food and drinks were good. But service to me is everything.', 'This specific Barrio location offers stunning views of the bay and is in a prime location near a multitude of hotels and other stores. This area can...', 'This place is mediocre at best. \nHad margarita which was either stale or had premix in it. Very price with very subpar service. \nTheir tequila is bottom...']",3.5,
Barrio Chino,97,Noodles,4.5,$$,37.80025,-122.43537,"['Back in college, I was in an unhealthy relationship with a guy who was a repeat offender of blacking out and totaling cars. One of the few good ideas we had...', 'This a really cute and aesthetic place! I came here with my friend for a catch-up dinner and surprisingly it was easy to find parking for the marina area....', ""This new(er) restaurant is an interesting concept: Chinese with a Mexican twist. I'm not sure what the backstory is, but there is some affiliation with...""]",4.5,
The Public Izakaya,95,Izakaya,4.5,$$,37.78783646253088,-122.413599,"['I love going to this place with my girlfriend. I really like the delicious food and the relaxed atmosphere of the restaurant', 'Food and atmosphere were great, but Anthony was incredible! Very attentive and kind to us throughout the meal. Would genuinely go back again just for him,...', 'I love the ambiance!! Super cozy and really unique vibe! I would recommend this place to anyone!']",4.5,
Hina Yakitori,95,Japanese,4.5,$$$$,37.77707,-122.43792,"[""Since Covid, I have been dreaming of traveling to Japan for authentic Japanese Yakitori.  Hina brings me to Japan without the long 12 hour flight. Here's..."", 'Their chef spent some time in Japan.  So both the yakitori grilling skill and ingredient selection are up to pare.  They are omagase only so whatever the...', ""A truly unique 21 course experience that you should definitely try at least once. It's a cozy 10-person omakase-like setting where you get to see each...""]",4.5,
Gozu,92,Japanese,4.5,$$$$,37.791243,-122.39198,"[""Absolutely outstanding.  I'm almost a little protective of it when considering giving it to my friends as a recommendation.  Wouldn't be surprised if it..."", 'Went with a friend and loved the ambience. The venue and service definitely show the $195 / person price tag.\n\nThe food was hard to appreciate. We were told...', 'Gozu is an incredible experience! I brought my husband here for his birthday celebration and as a massive waygu & whiskey fan he may be ruined for any other...']",4.5,
Fifth Arrow,92,American (New),4.5,$$,37.78756,-122.40959,"['We hosted our post wedding event at Fifth Arrow to end our wedding weekend. It was perfect for both adults (full bar) and kids (bowling and games). It fit...', 'My previous employer rented this whole place out for a late holiday party! This was in January 2020, before the pandemic hit.\n\nWe entered and there was coat...', 'Pre-pandemic review. We came here to celebrate a birthday and had such a fun evening with friends. Reservation and check-in was super smooth and service was...']",4.5,
Taco Boys,92,Tacos,4.0,$$,37.76385,-122.433882,"['I went to Taco Boys recently with my friend. I love that they have a vegan menu. So cool that they offer vegan cheese and vegan sour cream.\n\nI decided to go...', ""My husband ordered the food for take out a couple days ago. The food was okay. \nBut The things that not okay is They charged us for tips that he didn't give..."", 'A Mexican hole in the wall eatery with ample vegan options!  \n\nThe Castro has a ton of delicious spots and it was great to find this gem has a vegan menu...']",4.0,
Shuggies,92,Pizza,4.0,$$$,37.7537053939027,-122.41954469193529,"['Craving a pizza but want something with a little more pizzazz ? A twist? Something I dare say, Funky?\n\nWell add this stop to your list of MUST TASTE in San...', 'Came here for dinner with my neighbor as part of our monthly dinner series. Several of my friends had already came and gave it thumbs up. But when they had...', 'What immediately got me to want to come here was that my boyfriend and I were walking to a thrift store and were immediately grabbed at by the attention of...']",4.0,
The House of Hummus,89,Middle Eastern,4.5,$$,37.7821,-122.44797,"[""Yum!!!! I've been here twice and had the chicken shawarma platter and the chicken shawarma bowl. Both were delicious but I preferred the bowl more!\n\nThe..."", 'They close early at 8pm!!! We got in at 7:55pm and they were nice enough to still let us order. We got 2 chicken shawarmas with fries and salad. The salad...', ""The great thing about SF is if Plan A doesn't work out, there's Plan B, Plan C, Plan D, etc. because there's countless locally-owned small...""]",4.5,
Matterhorn Restaurant & Bakery,88,Modern European,4.5,$$$,37.79717,-122.42397,"[""It's a piece of Switzerland in San Francisco. From the moment you walk through the door of the a place you immediately smell the top quality cheese that..."", ""A planned date night turned into a catchup between friends at Matterhorn. I'm glad because we got to order and taste more than originally expected!\n\nI've..."", 'A very enjoyable experience.  Have gone by this place dozens of times over my 20 years i. SF, but never came in.  A fun atmosphere with a helpful staff....']",4.5,
Karma Cafe,88,Coffee & Tea,4.0,$$,37.77359,-122.44781,,4.0,
Freekeh,86,Mediterranean,5.0,$$,37.76512,-122.42261,"[""Since we moved to the suburbs and procreated, my wife and I don't get into the city for date nights that often, so when we do we want the experience to be..."", 'Summary:\nSolid Mediterranean, albeit inconsistent quality across dishes\n\nDetails:\n*  Tapas were the standouts, with the house sampler offering a tasty...', 'Wow. I have FINALLY found the best Mediterranean in the city! Everything was prepared just as my teta (Lebanese grandma) would have made it. .. and they...']",5.0,
New Burma,86,Burmese,4.5,$$,37.77039,-122.40269,"['Great food , great service. \nThis place is walking distance to Chase center. We decided to eat here before our concert at Chase center. \nWe had  several...', 'Decided to try this place with a friend one day since it popped out on Yelp as nearby and decently priced. Pretty easy to find and there were tables...', 'A pretty solid Burmese restaurant! I ate dinner here with a coworker on a Thursday night. We ordered tea leaf salad and the chicken curry. I really liked...']",4.5,
Donaji ,84,Mexican,4.5,$$,37.75223,-122.41546,"['Darling little restaurant and outstanding food.  The interior is clean and spacious, with pretty string lights, lovely plants, and colorful paintings by a...', 'A cute place but there are plenty of better mexican spots in the mission IMO! \n\nI am vegetarian and ordered the mushroom fried masa and potato and soyrizo...', ""I'm just sitting at the bar, as a single.  Owner comes to make me move aside because he wants to seat a woman and her party who need some seats in a row.  I...""]",4.5,
Cholita Linda,81,Latin American,4.5,$$,37.795552254662034,-122.39309349751952,"[""Their restaurant in Oakland used to be my favorite taco shop. I didn't know they had another location in the SF ferry building so I was excited to check it..."", 'Took the Jack London Square ferry to the SF Ferry Building today.\nCholita Linda is new to this location since I have been here last.\nBoth Tacos were put...', 'My friends and I came to this restaurant after the St. Jude Walk that happened across the street. I came in expecting some pretty authentic food since the...']",4.5,
Handroll Project,80,Sushi Bars,4.0,$$$$,37.76167,-122.42409,"[""I've always loved ju-ni and was really excited about Handroll Project opening. Between some personal circumstances and a tentative geographical relocation,..."", ""3.5 stars - not a restaurant at the top of my recommendations but if I'm ever craving excellent fish I'd come here and order some smoked hamachi and creamy..."", ""It's like eating three onigiris... but instead of paying $3 for each you pay $20 each\n\nFood is decent, nothing special, it's not bad, just not...""]",4.0,
The Brixton,80,Lounges,3.5,$$,37.7805068,-122.3901396,"['I came here for happy hour after work with my coworkers and it was a great vibe. It was empty when we arrived at around 5:30pm but people started to trickle...', ""An all-American restaurant and bar right by Oracle Park, so the location is unbeatable if you're going to a game (or if you just want to watch from their..."", ""Good drinks and food. Great for groups and happy hour. Definitely check them out if you're in the neighborhood. Much less bro-ey and annoying than the one...""]",3.5,
Village Rotisserie,79,Chicken Shop,4.0,$$,37.75138542844155,-122.43323117791152,"['Their outdoor patio is super cute! I would definitely hang out here with friends again. \n\nLoved the mac & cheese.', 'Came with my wife and split one of their specials.\nThe special came with a full rotisserie chicken, one large salad or side, one medium salad or side and a...', ""We've been here several times and it's always really good. I usually get the quarter rotisserie chicken and salad or fries. The assortment of salad options...""]",4.0,
Brioche Bakery & Cafe,79,Breakfast & Brunch,4.0,$$,37.76998,-122.44933,"['Beautiful space, both inside and outdoors. The outdoor heaters provided just the right amount of heat to make it pleasant. \n\nMy daughter had the eggs bene,...', 'The food was ok...simple menu, nothing crazy. Waitress was nice. Seats are uncomfortable. The overall atmosphere is loud. \n\nNot the businesses fault, but...', 'Wow!  Best value eatery to be found on Haight.  Small but excellent menu, everything was great that we had.\n\nClean bathrooms.  Wonderful outside seating...']",4.0,
Super Duper Burgers,78,Burgers,4.0,$$,37.78672898134946,-122.4502710605128,"['Love the service in the store they are typically busy but usually get my order out quick staff is friendly and one of a kind always happy to help...', ""Awesome burgers.please don't change them. \nAwesome parmesan garlic fries.please\n don't change them.\nThe food is worth the price. Good quality,you can taste..."", 'Love their burgers! And decently priced too. \n\nOne advice to management (cuz this has happened every time) but they make the SHAKE first without calling...']",4.0,
Peaches Patties,76,Caribbean,4.5,$$,37.750142,-122.414113,"[""I have a deep appreciation for Peaches Patties' superb Jamaican patties. I purchased the frozen Jamaican curry chicken and beef patties and warmed them up..."", ""Saw these at the farmers market and had to give them a try, since there's really not much Jamaican food in San Francisco.  Sold frozen, but with clear..."", 'We were in San Rafael for Treasurefest last month and this was a good find within the food truck options!\n\nTHE WAIT\nAround noon on a Sunday, there was a...']",4.5,
Wing Lum Cafe,75,Dim Sum,4.0,$$,37.787433,-122.41988,,4.0,
Bonita Taqueria Y Rotisserie,74,Mexican,4.5,$$,37.76439,-122.4334,"['Absolutely delicious food! The fish tacos are out of this world with huge, flavorful beautifully prepared pieces of fish. Everyone is super nice as the food...', ""I got the mahi mahi taco and crispy potatoes for brunch. It's not too crowded like all the brunch spots in the Castro, and they have such a great brunch..."", ""It was Squat & Gobble for so long it took me a while to realize it wasn't. Out of pure whim, I decided to try its new identity as a Mexican taqueria. OK,...""]",4.5,
Merchant Roots,74,American (New),4.5,$$$$,37.78205697913658,-122.4326902,"['We have been regularly attending dinner each quarter and Chef Ryan and his team never disappoint!\n\nThey are kind, creative, fun, full of magic and great...', 'Mermaid theme -\n\nLove the creativity and table setup, including the change in lighting, the use of interesting sea shells to hold the food, etc.\n\nLiked how...', 'Mermaid Dinner\n\nWithout butter from the cow,\nWithout flour from the farm, \nWithout any land ingredients, \n\nWhat possible magic...\nor potential disaster can...']",4.5,
Pho Day,74,Vietnamese,4.5,$$,37.7422313479057,-122.4231461,"['Delicious pho! My first time and I got the spicy rare beef satay and a passion fruit soda. 10/10. I used to live near Yummy Yummy and have missed it so...', 'New pho place replacing the late shish ke baba - it was painted yellow! \n\nWent during their soft opening, and was excited to see another pho much closer to...', 'Surprisingly a solid pho spot in the city! Most spots in the city/peninsula for pho are pretty average. Pho day is actually really good - the broth is tasty...']",4.5,
La Vaca Birria,70,Mexican,4.5,$$,37.75289,-122.41139,"['Omg where should I start? Everything was so delicious! The staff was GREAT! Genuine nice folk. The bathrooms were clean and stocked. So hard to find really...', 'That closed 20 min early on a Saturday night and left us hungry :(\n\nLooked like they were totally open too. Had the door propped open and everything.', 'Was super intrigued to find halal Mexican food since I was in the area and checked Yelp. I have been wanting to try Birria Tacos for the longest time but...']",4.5,
Tarragon Cafe,69,Cafes,4.5,$$,37.77139,-122.43014,"['While in town for business, we decided to go our for breakfast.\xa0 Found this place on the app and was not disappointed.\xa0 It is located on a corner in a...', '3.5 stars\n\nChicken sandwich was pretty standard but at least there was ample avocado (chicken itself was not as tender as I would hope given the sous vide...', ""Beware, if you're planning on coming in here with a service animal, you might be in for a rude awakening.\n\nAfter reading all of the positive Yelp reviews, I...""]",4.5,
Unco Frank’s,67,Hawaiian,4.5,$$,37.78284885844072,-122.46411696680588,"['Fantastic spot for Hawaiian food in an unsuspecting location. We shared the kalbi, mochiko chicken, and furikake fries.\n\nKalbi: Good amount of meat and fat...', ""Food was great and great customer service.I had teriyaki chicken with two sides \n\nThe reason I'm giving it 4 stars way to pricey $19 for the chicken and..."", ""First of all, placing an order for pickup is NOT EASY.  Unco Frank's does not have a direct web presence.  You need to place your order through:...""]",4.5,
Ken,64,Japanese,5.0,$$$$,37.77152,-122.43688,"['Ken Ratings: 4.6/5 \n\nFood: 5/5 - My boyfriend took me to Ken just because I wanted to go, no special occasion. Ken definitely stands out from most of the...', 'With only 6 seats available, this is as intimate of a sushi experience as you can get.  Ken is the owner/featured sushi chef.  He offers 2 seatings and...', ""Occasion: Birthday Dinner \n\nMy BF surprised me at Ken for my birthday and it was definitely an one-of-a-kind omakase experience! (I've been to 11...""]",5.0,
El Rinconcito Nicaraguense,64,Nicaraguan,4.0,$$,37.74996,-122.41788,"['It was great to see that despite the current pandemic, this spot is still open and continues to serve incredible Nicaraguan food.\n\nThe same friendly waiter...', 'We love eating in the City and eating Nicaraguan food so we wanted to give this place a try and here we go.\n\nLocation: 5 stars, anything in the Mission...', 'They gave me something I did not want, for a to go purchase. Not pleased at all with this. Double check your food before you leave establishment..']",4.0,
Berliner Berliner,63,German,4.5,$$,37.77183,-122.43114,"['Situation\n- Lunch on a Saturday\n- Ordered the Haight Street Doner (with Chicken)\n\nPros\n- My food was delicious\n- The chicken was cooked well\n\nCons\n- It did...', 'The owner here is super sweet! Definitely a small mom and pop shop with neighborhood warmth. Plus they went all out with halloween decor. \n\nWe tried the...', 'I was just so happy to be back here ... and this coming from someone that does not even eat meat!! They gave all kinds of hot dogs including 4 different...']",4.5,
Korean Soul Chicken,62,Korean,4.5,$$,37.7926394,-122.42098215267109,"[""Oh ma gaaaawd! This place has some of the hands down best fried chicken I've had in SF. Like seriously, I wasn't expecting the flavor montage. And the..."", 'Someone had bought some to work to share and having a taste I knew I had to get me some too. \n\nI had ordered off UberEats, I had ordered a full order of...', ""More like 4.5 stars but I had a good time here so I'm rounding it up. I'm usually not a fan of sweet food and the galbi fried chicken was a bit sweet, but...""]",4.5,
Queens,61,Grocery,4.5,$$,37.76526,-122.46672,,4.5,
The Korner Store,59,Korean,4.5,$$,37.76109,-122.42173,"['I really enjoyed my visit to the Korner Store, and although they are now closed, I hope they open up in their newer location soon so that I can visit...', 'If you want the soy raw crab, you have to pre order via Instagram beforehand!\n\nSo we learned that the hard way but lucky for us the shop had some lying...', 'Came here on a Friday night. All of the tables were filled, but luckily enough we arrived when someone was about to leave.\n\nWe just got the golden barley...']",4.5,
Rooster & Rice,59,Chicken Shop,4.0,$$,37.76085,-122.43365,"['Super comfort but tasty simple food. Easy for ordering and pickup, sometimes parking can be hard.\n\nSuper easy spot for covid takeout.  if you order by phone...', ""Really love Rooster & Rice's sauce and broth, but there's a lot of other competitors who serve similar foods for far cheaper. Rooster and Rice's previous..."", ""Their pricing doesn't match the final order on the bill. The Original is listed at $15, but the bill makes it $17.95. With taxes and fees I ended up paying...""]",4.0,
Kitchen Woori,58,Caterers,5.0,$$,37.78387,-122.433015,"['One of my go to takeout places. The staff is super friendly and every time I order (both in person/delivery) they always throw in a little something extra...', '""You\'ll understand someday. You\'re my four seasons."" - BTS\n\nWhat a wonderful Korean addition to the Fillmore. I mean I had mad cravings for Korean Soul food...', ""In the early '00s, when our kids were going to Claire Lillienthal Korean Immersion School, Woori-Chip across the street was the choice of contrarian parents...""]",5.0,
Proposition Chicken,58,Chicken Wings,3.5,$$,37.78629,-122.45109,"[""The Market Street location was a Pain to access, so I'm happy they opened within Laurel Village. \n\nRegarding Lunch, I opted for a Healthier Version of..."", ""Karl the Fog may have clouded the last day of Fleet Week in the Bay Area skies.  But it wouldn't cloud our very spirits when it comes to doing things we..."", ""Should I expect to be propositioned at Proposition Chicken? Probably not since I don't wear anything remotely provocative or slap on cheap cologne when I...""]",3.5,
Noodle in a Haystack,57,Ramen,5.0,$$,37.78066412799114,-122.46872181182351,"['Summary:\nSo much more than just fancy ramen\n\nDetails:\nFor the uninitiated, Noodle in a Haystack has been around for many years now, originally operating as...', 'I took a three day ramen trip to the Bay Area this past week and got to tick so many amazing bowls and shops.  However the main reason for my trip was to...', ""I didn't know that there was such a restaurant in San Francisco. It's not often that I have such an exciting experience before eating a ramen.\n\nThe mazesoba...""]",5.0,
La Bande,57,Cocktail Bars,4.5,$$,37.78087,-122.41239,"['What a treat!\nMy younger sister and I shamelessly participated in the Bridgerton Experience (no regratz) and upon conclusion of the event decided we must...', 'It was just okay. It has potential to be better but the service was a bit tentative.  Food had some hit and Misses.  \n\nThe free sardine appetizer was 5...', 'Josh, server, bar attendee, staff - great service the moment he greeted us. The beauty of walking through different neighborhoods of the City, you stumble...']",4.5,
Kingbob,57,Korean,4.5,$,37.79442,-122.40386,"['So cool to have a place where you can order kimbap and have it made right there! The place is brightly lit and very clean. We ordered 3 kimbap: shrimp,...', 'I have loved gimbap since middle school when I discovered it at the Korean grocery store near my school. And for the most part, my first taste bias makes it...', 'The nicest staff and really great food! The Korean fried chicken was so crispy on the outside and flavorful and juicy on the inside it was so good. The...']",4.5,
Taishoken San Francisco,55,Ramen,4.5,$$,37.76223,-122.42134,"['Many varieties of the interesting appetizers. We order a few things and all of them were delicious!!\nThe ramen was concentrated broth and the noodle was...', ""I'd say this place is a 4.5/5 so rounded up to 5.\n\nWe came on a weekday at around 5:45p and had no wait. I say it got busy around 6:30p but there's a Yelp..."", 'A delicious new ramen and noodle spot in the heat of the Mission! I first visited Taishoken at their location down in San Mateo, the flavors are delicious...']",4.5,
Hilda and Jesse,54,Breakfast & Brunch,3.5,$$$$,37.80005876447078,-122.41104169046976,"['Just finished a fabulous brunch at Hilda and Jesse! Each dish (and we ordered many) was bursting w/ flavor. Even the side of soft scrambled eggs was...', 'Hilda and Jesse is one of the best restaurants in the city!  Kristina Compton is such a clever thoughtful chef!  I spend all of the special days here!!!', ""I've been to Hilda and Jesse since they were hosting pop ups around SF. It was my first time dining in their brick and mortar and I'm so pleased to have...""]",3.5,
Beach’n,53,Coffee & Tea,4.5,$$,37.76046873533064,-122.50824190281485,"[""I came here over the weekend to try the Beach'n Crunchwrap I saw on their menu, it definitely didn't disappoint! The vegan cheese sauce that they use in..."", ""Cannot describe the happiness, satisfaction, and cravings that Beach'N fulfilled. This was the first spot we tried on our West coast vegan tour and we were..."", 'Stopped by this cute little cafe (fully vegan!) during a bike ride at ocean beach. They have indoor and outdoor seating and there was a line of people...']",4.5,
Savor,51,Mediterranean,5.0,$$,37.76411439958351,-122.4622315057638,"[""Wow, we've had brunch here several times and the savory dishes are AMAZING! All the dishes we've tried have been wonderfully seasoned and incredibly well..."", 'Truly makes you want to savor every bite. Incredible combination of quality ingredients and delightful flavours.\n\nAppearing quite reserved at first glance,...', ""I've followed Chef Mo for years - he's always had the best vegetarian food and at his new place here on Irving - it's just as I remembered maybe even...""]",5.0,
Shanghai Dumpling King,50,Dim Sum,4.5,$$,37.76782,-122.4295,"[""The best dumplings and the rest of the menu items - for the rare occasions when you don't just fill up on dumplings - are very good too!"", ""Came here for the first time with a group of friends (one recommended the restaurant since she lived nearby but hasn't tried this spot). It reminded me of a..."", 'Walking back from a quick stop at Castro Street Festival I saw the sign for Shanghai Dumpling King on 14th with a Grand Opening sign so decided to try...']",4.5,
Underdogs Cantina,48,Tacos,4.5,$$,37.779522829434015,-122.3907097,"['Self order QR code so no need for staff during the slow hours! \n\nMargaritas and tacos for the win!\n\nRight across from the ballpark! \n\nFun and casual outing!', ""The food is really good, reasonable priced and a lot of it!\nWe've been twice. The first time we sat at the bar, ordered food from the bartender and had..."", 'So excited to see underdogs coming to the neighborhood. I use to live in the sunset and would always eat there. \n\nThe location here is prime! Right in front...']",4.5,
Banh Mi Viet,46,Vietnamese,4.5,$,37.77443,-122.43734,"['Super good cheap eats! The beef vermicelli was super fresh, excellent flavorful Vietnamese beef and a HUGE portion!  ... and it was $10!!  Definitely coming...', 'Cute banh mi store with great service.\n\nI ordered the beef banh mi which I would only give 3 stars. The beef was rather dry, not tough but was a bit boring....', 'TLDR? YUM YUM. Come for the amazing banh mi and coffee! A great to-go spot in the city.\n\nThe vibes: Unfortunately, there was no seating outside (the only...']",4.5,
